sku,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,pass_geometry,pass_content,human_classification,needs_rerender,notes,remediation_status,post_remediation_needs_rerender,post_caseW,post_bboxH,post_cxRatio,post_cyRatio,post_canvas,post_color_mode,post_metric_warnings,post_visual_review,post_sha256
CRBGA-10-3A,0.975652,0.985556,0.501739,0.499444,575x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.975652,0.985556,0.501739,0.499444,575x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,d53524b909b5a9152b5ce23e088cb6bff24e58e701a11524f06c35612c265b58
CRGMA-P2100PP-4A,0.757812,0.897786,0.5,0.500977,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.757812,0.897786,0.5,0.500977,1024x1536,RGBA,,approved,89b671ca3b2eee88757db097f9bced72b68ec2fd74e3efc87d036419210f3865
CRMTS-RS100D-3AV,0.701172,0.895833,0.499023,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.701172,0.895833,0.499023,0.5,1024x1536,RGBA,caseW-low,acceptable variation,8c079f224b32e95e2abc19fb8dcf35c8f1c05b1f1feccb0b2df6bd8a9c874419
CRMTS-RS100D-2AV,0.698242,0.897135,0.498535,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.698242,0.897135,0.498535,0.5,1024x1536,RGBA,caseW-low,acceptable variation,127860f31fc2b3ef614a8e81c7d3ca4d8c3afa7bbb34e0588fa88d51e1747439
CREFV-C120D-1A,0.74707,0.895182,0.499512,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.74707,0.895182,0.499512,0.499674,1024x1536,RGBA,,approved,2e235d85ca90bbf6e6bbecc1218b0a71e1f5d85a58f7d7ad49ebbefcc2a48764
CRAMW-870D-1A,0.966229,0.984444,0.501876,0.501111,533x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.779297,0.881510,0.499512,0.500000,1024x1536,RGBA,,PASS,9c32310a2fea71849fc2ad901efdeb80ecbad90f0c3fe7acd55a262c1d3e694f
CRFAB0000DK9,0.666016,0.90625,0.510742,0.490234,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.666016,0.90625,0.510742,0.490234,1024x1536,RGBA,caseW-low,acceptable variation,d9c24f9e43918310879aa5bafd795ccf315fba9d9054374b0e16ee48d2655d13
CRBGA-10D-6A,0.974138,0.985556,0.500862,0.500556,580x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.974138,0.985556,0.500862,0.500556,580x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,95e90679a44683a4c811be9e717126e12ce2bc9dc171ef117a9b6cdd96d4f0cb
CRRF1207EFR-552D-2A,0.777344,0.897135,0.499023,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.777344,0.897135,0.499023,0.5,1024x1536,RGBA,,approved,307dda4a3e92db76f7aa2e761dd416981fdc707b1815a2d48d54da26e0832cce
CREFR-552D-2A,0.777344,0.897135,0.499023,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.777344,0.897135,0.499023,0.5,1024x1536,RGBA,,approved,307dda4a3e92db76f7aa2e761dd416981fdc707b1815a2d48d54da26e0832cce
CREFR-526D-2A,0.763672,0.898438,0.5,0.500651,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.763672,0.898438,0.5,0.500651,1024x1536,RGBA,,approved,11aca258bbd282f433cf58cf69c8382f03661620361dee9668c079666bf37ed3
CRAMW-880D-3AV,0.976415,0.984444,0.499214,0.501111,636x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: human visual review accepted: oversized crop with bracelet largely outside frame",unchanged-protected,False,0.976415,0.984444,0.499214,0.501111,636x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,e7c119e0d4b9945c24d9437d746a9baab0eb4f7e3d5945aa4546b93eff3426d6
CRBGA-10D-2A1,0.974138,0.982222,0.499138,0.5,580x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.974138,0.982222,0.499138,0.5,580x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,d2bdd22b4dbf0513682bc7e87b134bdcea5dd49d34017c141d51b7a21b468558
CRMTP-M307D-3BV,0.592773,0.897786,0.499023,0.500326,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.592773,0.897786,0.499023,0.500326,1024x1536,RGBA,caseW-low,acceptable variation,5d5f3a93b6b24fa1ee3ced75a37cf373eede9dd8c076f8e515aaa6b8c331571a
CRMTP-M307D-2BV,0.591797,0.897786,0.5,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.591797,0.897786,0.5,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,ccee39cf73de555a1825c73fd1fdb986ab0842dba7ae45878db75071bd3dc5dd
CRMTP-M307D-1BV,0.59375,0.895833,0.5,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.59375,0.895833,0.5,0.5,1024x1536,RGBA,caseW-low,acceptable variation,cb50864639cd46a9e15541de0c971e7dd4123080374530f37b7013bc9546be94
CRMTP-M306M-8AV,0.746094,0.895182,0.500488,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.746094,0.895182,0.500488,0.499674,1024x1536,RGBA,,approved,13a5b2432dce61ec06a3f413392ba059dd1319ca046150a782e4f213dd00bc88
CRMTP-M306M-1AV,0.750977,0.895833,0.5,0.500651,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.750977,0.895833,0.5,0.500651,1024x1536,RGBA,,approved,d438a389bf42a007a071c6a4161bc0e6c22b26be0dbb7ab1746140f7dad2dcbf
CRMTP-M306D-7AV,0.597656,0.897786,0.5,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.597656,0.897786,0.5,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,3e8e88b934d9c222835d3d72ab8ec9a68b3578721b0113b922f4f4544211be46
CRMTP-M306D-2AV,0.59375,0.897786,0.498535,0.500977,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.59375,0.897786,0.498535,0.500977,1024x1536,RGBA,caseW-low,acceptable variation,8acd132ee600ab652f0e222fa6e4cc7d33a32d9a4773bb4b3d72b2ddfeea517a
CRMTP-M306D-1AV,0.595703,0.895833,0.499023,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.595703,0.895833,0.499023,0.5,1024x1536,RGBA,caseW-low,acceptable variation,dc66f715f4406b07891cba6c587842ec0da8fa220b2b35bd7543f59b7e3d0c42
CRDW-9052-2VDR,0.978648,0.984444,0.5,0.498889,562x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.978648,0.984444,0.5,0.498889,562x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,2c19e2d74aa3d01f366557b583944614135a4dcdf3251da6a6b7c90a5b809b30
CRGMA-S140PG-1A,0.883789,0.899089,0.498535,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.883789,0.899089,0.498535,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,4793122b72f90ad5031d51b2a5e6e60b528215861770942d9a2915129ae27c40
CRAQ-800EG-9A,0.962306,0.986667,0.5,0.5,451x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.962306,0.986667,0.5,0.5,451x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,61446e2a635e342edf0ef844f5be32a41d76ef288c3b0999c6ab202e6d57de82
CRDBC-611-1DF,0.96319,0.983333,0.501022,0.500556,489x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,c9b602b684c1d1a016e64fa08719dd9366408d2c9c1a9f2c19f998898586c84c
CRBGA-15K-7A,0.850586,0.896484,0.500488,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.850586,0.896484,0.500488,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,2b90da389ffd01b9a7399d5ef19df6001b2b241d8e9f51b511b8d829fc70a2e7
CRA168WEGB-1B,0.953629,0.98,0.5,0.498889,496x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,82f545e468885e4a052d6fd1fb4a82bbd67966bba7c1bb03a4eb08fbdcf06e0c
CREFV-160D-4AV,0.71582,0.897786,0.498535,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.71582,0.897786,0.498535,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,404c891689f6d70dc20627ec77319f6c98e80b0d3c3d65467c0e3b0dd47df92f
CRGA-100BEG-1A,0.881836,0.880859,0.499512,0.500977,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.881836,0.880859,0.499512,0.500977,1024x1536,RGBA,caseW-high,acceptable variation,4e761dd9cc9fed589136519ddad475946b0a7dad9945853185103786077ff910
CRMTP-B215D-2AV,0.478516,0.899089,0.498535,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.478516,0.899089,0.498535,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,0398d87e8bc29f43aed8a22a0fdf05776da3ee7ffd84f58489944298a4797723
CRMTP-B190G-9BV,0.544922,0.898438,0.499023,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.544922,0.898438,0.499023,0.5,1024x1536,RGBA,caseW-low,acceptable variation,6a0533051d4edeaf6f218c97d159fe448f8e097d3174e491d44f63671255b163
CREFV-160D-2A,0.700195,0.896484,0.499512,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.700195,0.896484,0.499512,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,efce16380b8461720dfb70cb84e9b6afb8623b704a773f67afc486b7df1e8324
CREFV-160D-1A,0.699219,0.896484,0.5,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.699219,0.896484,0.5,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,60ca6336b23c39672f360532555ff1782eeabc5d96d5717b0ab67990b66a7093
CRGMD-B300SC-4,0.84668,0.895833,0.5,0.5,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.84668,0.895833,0.5,0.5,1024x1536,RGBA,caseW-high,acceptable variation,54117d73d5e75f101c700aff2820b9c9c7bae7eb3e68d30dc63774f484e9d0f0
CRGMD-B300-4,0.871094,0.89974,0.5,0.5,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.871094,0.89974,0.5,0.5,1024x1536,RGBA,caseW-high,acceptable variation,2bbfbf0bd4f0001ad3a8c169233e0e9e02baf8df9ab3ca55d599642e422a8682
CRGMD-S5600NC-9,0.837891,0.899089,0.500977,0.499674,1024x1536,RGBA,,caseW-high,False,False,true failure,True,caseW-high; PASS_CONTENT from 424-watch black-background review; human full-resolution review: strong perspective with looped strap,rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,559fb34a1a8e7aa3292b404435e0747415ce42f93e15c583f12fb33d8fc1b18b
CRGMA-S2100NC-4A,0.794922,0.897786,0.5,0.499023,1024x1536,RGBA,,,True,False,true failure,True,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped strap,rerendered-and-approved,False,0.779297,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,609d9ceb7e1ec186b112f65aa2928c7b927f4c865d81077853e508ad55ad6e54
CREFV-650D-1A,0.751953,0.897786,0.499023,0.500977,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.751953,0.897786,0.499023,0.500977,1024x1536,RGBA,,approved,f887272f3eaf7da00c2cf52fd688247d07c4b0570799ba9507b5d09550b9ce0f
CRBGA-15K-6A,0.822266,0.895833,0.5,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.822266,0.895833,0.5,0.5,1024x1536,RGBA,,approved,e10998a7901d5c04d0b3275abd7e333da333f611b92181f66fa9dc4b05eae176
CRGMA-S140PG-7A,0.893555,0.895833,0.499512,0.498698,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.893555,0.895833,0.499512,0.498698,1024x1536,RGBA,caseW-high,acceptable variation,c5171da985e4eb367eae89afa7ea420650b8bd982719079526e5a99678d7ebcb
CREFV-160D-7A,0.698242,0.897786,0.499512,0.499023,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.698242,0.897786,0.499512,0.499023,1024x1536,RGBA,caseW-low,acceptable variation,de15135e92d7510cf73e57af4e41e59909301c8f0ed82169d7bae7169b44f5e6
CREFV-160D-3A,0.697266,0.896484,0.5,0.499674,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.697266,0.896484,0.5,0.499674,1024x1536,RGBA,caseW-low,acceptable variation,ddd5992d45aef4219bfaa7eb651336f0e9a5e3c2fe6834f75ec60781a34d52d5
CRABL-100WEG-9A,0.780273,0.895833,0.500977,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck,unchanged-protected,False,0.780273,0.895833,0.500977,0.5,1024x1536,RGBA,,approved,17a0af3487c2bb9f2d858bd666ca655157dcbf0980412ca2464a3837bb84f93d
CRF16477-1,0.969957,0.986667,0.502146,0.5,466x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.969957,0.986667,0.502146,0.5,466x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,e9d5ed86acd67b558fe2ecfe54b1a5170a14154d9bd54fd028ef4b7fa68a1509
CRA130WEG-9A,0.655273,0.897135,0.500488,0.499349,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.655273,0.897135,0.500488,0.499349,1024x1536,RGBA,caseW-low,acceptable variation,e6b05b27210dc06d21280397b0d7ef3b2309e1a071b5c04683a7d275411c8547
CRAMW-880D-9AV,0.884766,0.839844,0.500977,0.500651,1024x1536,RGBA,,caseW-high|bboxH-low,False,True,acceptable variation,False,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: human visual review accepted: oversized crop with bracelet largely outside frame",unchanged-protected,False,0.884766,0.839844,0.500977,0.500651,1024x1536,RGBA,caseW-high|bboxH-low,acceptable variation,f131a3f19dcc3a5bead4e5db5c8dd38c5e1db372f8abd58d3e49f165e8d57b06
CRAMW-880D-2A1V,0.881836,0.838542,0.500488,0.500651,1024x1536,RGBA,,caseW-high|bboxH-low,False,True,acceptable variation,False,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review; human full-resolution review: human visual review accepted: oversized crop with bracelet largely outside frame",unchanged-protected,False,0.881836,0.838542,0.500488,0.500651,1024x1536,RGBA,caseW-high|bboxH-low,acceptable variation,c357e7e8bcfe544f349c3f919b4e9b8bc32dc288a695d6aed136713638d3bde7
CRMTD-125D-3AV,0.885742,0.852214,0.500488,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.885742,0.852214,0.500488,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,33d81e90a975e6a26b1e7d3cef212abe9cb5f804c474e58352f569c9c3bfa96b
CRGD-010BEG-1,0.882812,0.85612,0.5,0.499674,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.882812,0.85612,0.5,0.499674,1024x1536,RGBA,caseW-high,acceptable variation,7cd5d347e11fa1b20f344e6d92280e8d267cd83be8f55cdf9c91b998e842c18e
CRGA-700BEG-1A,0.883789,0.826172,0.498535,0.499023,1024x1536,RGBA,,caseW-high|bboxH-low,False,True,acceptable variation,False,"caseW-high,bboxH-low; PASS_CONTENT from 424-watch black-background review",unchanged-protected,False,0.883789,0.826172,0.498535,0.499023,1024x1536,RGBA,caseW-high|bboxH-low,acceptable variation,f9e8e5486735670b0567d9d6b48ae6de95f0d97eb273a46d1116c54f1a1f7fbe
CRMTP-B190SG-9BV,0.527344,0.890625,0.476562,0.494792,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.527344,0.890625,0.476562,0.494792,1024x1536,RGBA,caseW-low,acceptable variation,97d64d167be8792e8675f155f1a8868018f5f8d68717121d221e60d3de4647fd
CRRF913AMW-880D-1A,0.808594,0.896484,0.499023,0.500326,1024x1536,RGBA,,,True,False,true failure,True,PASS_CONTENT from 424-watch black-background review; pending v2 candidate recheck; human full-resolution review: strong perspective with looped bracelet,rerendered-and-approved,False,0.778320,0.874349,0.500488,0.500326,1024x1536,RGBA,,PASS,8d74f09814d7bc3ee614b66bf40a8845fdc09f7ee0f795b737f339f1d359ab29
CRMTS-115D-8AV,0.69043,0.895833,0.498535,0.5,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from 424-watch black-background review,unchanged-protected,False,0.69043,0.895833,0.498535,0.5,1024x1536,RGBA,caseW-low,acceptable variation,95a8515cf6e83133c3ac770d30bb9fc786f22ac135b96e887987cbfa17208ac1
